,name,price,kms_driven,fuel_type,city,year
1198,Audi Q7 45,69.95,37648,Diesel,Bangalore,2018
1199,Maruti Suzuki Swift,6.5,82366,Diesel,Hyderabad,2017
1200,Skoda Kodiaq Style,25.0,103885,Diesel,Hyderabad,2017
1201,Hyundai Elite i20,5.75,67000,Petrol,Hyderabad,2015
1202,Volkswagen Jetta Trendline,2.95,63389,Diesel,Kolkata,2011
1203,Maruti Suzuki Ritz,4.65,88000,Petrol,Hyderabad,2015
1204,Audi A3 40,24.5,43290,Petrol,Pune,2018
1205,Maruti Suzuki Baleno,6.21,29093,Petrol,Kolkata,2018
1206,Hyundai i10 Magna,3.5,73380,LPG,Hyderabad,2013
1207,Honda Jazz VX,5.5,48210,Petrol,Thane,2017
1208,Hyundai Verna Fluidic,6.69,14296,Petrol,Bangalore,2014
1209,Ford EcoSport Titanium,6.5,59511,Diesel,Kolkata,2018
1210,Toyota Fortuner 2.8,41.99,6373,Diesel,Kolkata,2021
1211,Toyota Innova Crysta,22.0,88000,Diesel,Hyderabad,2018
1212,Kia Seltos HTX,12.75,42000,Petrol,Ahmedabad,2020
1213,Renault Duster 110,7.75,94931,Diesel,Bangalore,2015
1214,MG Hector Shine,18.0,5900,Petrol,Kolkata,2021
1215,Land Rover Discovery,43.07,38144,Diesel,Ahmedabad,2019
1216,Toyota Innova Crysta,27.0,48989,Diesel,Thane,2020
1217,Maruti Suzuki Swift,5.95,15205,Petrol,Thane,2018
1218,Mercedes-Benz GLS 350,63.0,59348,Diesel,Mumbai,2017
1219,Maruti Suzuki Wagon,3.82,33941,Petrol,Kolkata,2018
1220,Maruti Suzuki Wagon,4.15,19812,CNG,Pune,2015
1221,Volkswagen Polo Highline,4.85,55800,Petrol,Gurgaon,2018
1222,Hyundai Grand i10,4.82,35010,Petrol,Delhi,2017
1223,Kia Seltos GTX,16.9,11000,Petrol,Chennai,2020
1224,Maruti Suzuki Baleno,5.7,28000,Petrol,Thane,2017
1225,Renault Kwid 1.0,3.04,53728,Petrol,Delhi,2018
1226,Tata Harrier XZ,16.75,28000,Diesel,Mumbai,2020
1227,Maruti Suzuki Alto,2.55,66000,Petrol,Hyderabad,2012
1228,Maruti Suzuki Ertiga,10.9,32881,Petrol,Ahmedabad,2019
1229,Volkswagen Vento Trendline,3.5,101740,Petrol,Hyderabad,2010
1230,BMW X1 sDrive20d,8.35,47000,Diesel,Thane,2011
1231,Maruti Suzuki Vitara,8.13,82559,Diesel,Chennai,2018
1232,Kia Seltos HTK,18.5,20881,Petrol,Hyderabad,2021
1233,Toyota Corolla H2,2.0,140000,Petrol + 1,Pallikarnai,2004
1234,Maruti Suzuki S-Cross,6.25,48159,Diesel,Kolkata,2018
1235,Mercedes-Benz B-Class B180,13.5,64300,Diesel,Ahmedabad,2014
1236,Kia Seltos GTX,18.51,32244,Diesel,Mumbai,2020
1237,Ford EcoSport Titanium,9.5,52547,Petrol,Ahmedabad,2019
1238,Maruti Suzuki Swift,3.25,71861,Petrol,Bangalore,2009
1239,Hyundai Grand i10,4.69,24251,Petrol,Bangalore,2013
1240,Mercedes-Benz S-Class 350,46.6,32500,Diesel,Mumbai,2014
1241,Maruti Suzuki Swift,6.0,82500,Diesel + 1,Poonamallee,2017
1242,Audi A3 40,15.0,69727,Petrol,Ahmedabad,2015
1243,Hyundai Elite i20,5.26,54822,Petrol,Pune,2015
1244,Ford Aspire Titanium,4.25,167000,Diesel,Ahmedabad,2016
1245,Skoda Kushaq Style,19.25,23402,Petrol,Bangalore,2021
1246,Hyundai Xcent S,3.95,36000,Petrol,Kolkata,2018
1247,Maruti Suzuki S-Presso,4.31,53958,Petrol,Kolkata,2020
1248,Maruti Suzuki Baleno,6.9,690000,Petrol,Thane,2018
1249,Hyundai i20 Sportz,4.3,50546,Petrol,Delhi,2014
1250,Maruti Suzuki Celerio,4.79,59175,Petrol,Bangalore,2015
1251,Audi A3 35,29.5,17300,Diesel,Bangalore,2018
1252,Maruti Suzuki Ritz,4.25,88000,Petrol,Hyderabad,2014
1253,Toyota Yaris G,7.85,28103,Petrol,Delhi,2019
1254,Honda Jazz V,5.2,73061,Petrol,Hyderabad,2015
1255,Toyota Innova 2.5,7.25,101330,Diesel,Pune,2012
1256,Maruti Suzuki Baleno,9.42,7773,Petrol,Pune,2021
1257,Land Rover Range,85.0,29000,Petrol,Faridabad,2020
1258,Maruti Suzuki Alto,4.01,1953,Petrol,Delhi,2021
1259,Hyundai Elite i20,7.67,18490,Petrol,Chennai,2019
1260,Hyundai Grand i10,5.5,60093,Diesel,Thane,2018
1261,Maruti Suzuki Swift,5.43,46282,Petrol,Kolkata,2019
1262,Volkswagen Vento Highline,7.0,93682,Petrol,Hyderabad,2015
1263,Maruti Suzuki Swift,4.9,84316,Diesel,Ahmedabad,2015
1264,Kia Seltos HTX,17.0,20175,Diesel,Hyderabad,2020
1265,Hyundai Elite i20,7.39,19266,Petrol,Hyderabad,2017
1266,Maruti Suzuki Alto,3.22,26802,Petrol,Bangalore,2016
1267,Hyundai Elite i20,7.17,20454,Petrol,Chennai,2018
1268,Toyota Corolla Altis,12.27,75766,Petrol,Delhi,2017
1269,Honda City 1.5,3.65,80000,Petrol,Thane,2012
1270,Renault Kwid 1.0,4.51,2421,Petrol,Pune,2019
1271,Hyundai Creta SX,9.11,53946,Petrol,Mumbai,2016
1272,Hyundai Xcent S,4.35,74000,Petrol,Thane,2015
1273,Hyundai Verna 1.6,7.75,22911,Petrol,Thane,2018
1274,Hyundai Creta SX,14.5,59994,Diesel,Hyderabad,2018
1275,Maruti Suzuki Baleno,4.98,48702,Petrol,Delhi,2016
1276,Honda City V,10.6,12382,Petrol,Pune,2019
1277,Hyundai Grand i10,6.29,12930,Petrol,Bangalore,2016
1278,Jeep Compass Limited,24.75,11293,Diesel,Mumbai,2020
1279,Maruti Suzuki Ciaz,9.95,20440,Petrol,Hyderabad,2019
1280,Maruti Suzuki Swift,5.7,43000,Petrol,Thane,2017
1281,Maruti Suzuki Celerio,4.68,81091,CNG,Delhi,2018
1282,Hyundai Grand i10,4.5,67621,Diesel,Hyderabad,2014
1283,Hyundai Verna 1.6,6.5,38494,Petrol,Mumbai,2016
1284,Maruti Suzuki Celerio,5.47,42348,CNG,Pune,2020
1285,Maruti Suzuki Celerio,5.27,93275,CNG,Pune,2019
1286,Maruti Suzuki Alto,3.67,44199,Petrol,Kolkata,2018
1287,Audi A3 35,21.8,77590,Petrol,Delhi,2018
1288,Audi A3 35,42.99,15678,Diesel,Kolkata,2019
1289,Maruti Suzuki Celerio,4.4,52000,CNG,Thane,2016
1290,Maruti Suzuki Ertiga,11.4,28678,CNG,Thane,2021
1291,Maruti Suzuki Ritz,3.57,40877,Petrol,Pune,2013
1292,Honda Jazz V,5.57,44464,Petrol,Chennai,2016
1293,Mahindra Bolero Power,7.25,57994,Diesel,Hyderabad,2017
1294,Hyundai Elite i20,6.57,54982,Petrol,Bangalore,2017
1295,Datsun GO T,2.5,40000,Petrol,Ahmedabad,2018
1296,Maruti Suzuki A-Star,1.99,54000,Petrol,Thane,2010
1297,Audi Q5 2.0,15.0,56173,Diesel,Hyderabad,2012
1298,Renault Duster RXS,8.99,36700,Petrol,Bangalore,2019
1299,Volkswagen Taigun Topline,18.95,2377,Petrol,Hyderabad,2022
1300,Volvo S60 D5,18.0,83893,Diesel,Hyderabad,2016
1301,Hyundai Verna Fluidic,4.25,96000,Petrol,Noida,2011
1302,Renault Kwid RXL,3.39,64346,Petrol,Bangalore,2016
1303,BMW 3 Series,15.5,104264,Diesel,Hyderabad,2013
1304,Hyundai Santro Magna,4.41,15447,Petrol,Kolkata,2020
1305,MG Hector Sharp,15.99,29979,Petrol,Bangalore,2019
1306,Skoda Octavia 1.8,16.99,45661,Petrol,Thane,2018
1307,MG ZS EV,19.19,57946,Electric,Bangalore,2020
1308,Renault Kwid 1.0,3.69,43361,Petrol,Bangalore,2017
1309,Honda City V,8.62,18711,Petrol,Delhi,2017
1310,Tata Nexon XZ,8.5,29700,Petrol,Chennai,2020
1311,Isuzu D-Max V-Cross,18.95,64377,Diesel,Bangalore,2018
1312,Maruti Suzuki Ciaz,5.97,57498,Diesel,Delhi,2017
1313,Toyota Etios GD,5.5,169100,Diesel,Ambattur,2015
1314,Maruti Suzuki Swift,4.79,24389,Petrol,Delhi,2016
1315,Tata Harrier XZ,16.2,21077,Diesel,Thane,2019
1316,Tata Nexon EV,14.75,21065,Electric,Thane,2022
1317,Honda Jazz ZX,10.24,9838,Petrol,Pune,2021
1318,Hyundai Venue SX,11.75,24410,Petrol,Hyderabad,2020
1319,Hyundai Elite i20,7.15,14000,Petrol,Thane,2018
1320,Maruti Suzuki Ciaz,6.86,21880,Petrol,Delhi,2018
1321,Maruti Suzuki Swift,6.45,69939,Diesel,Bangalore,2016
1322,Volkswagen Polo Trendline,6.09,25501,Petrol,Bangalore,2017
1323,Hyundai Creta 1.6,8.28,78623,Petrol,Delhi,2016
1324,Kia Seltos GTK,11.05,25483,Petrol,Kolkata,2019
1325,Maruti Suzuki Ciaz,7.35,46993,Petrol,Thane,2017
1326,Maruti Suzuki Alto,3.66,4697,Petrol,Delhi,2020
1327,Maruti Suzuki Wagon,4.3,53000,Petrol,Ahmedabad,2016
1328,Maruti Suzuki Ciaz,8.12,61867,Petrol,Delhi,2019
1329,Maruti Suzuki S-Cross,9.5,28016,Diesel,Hyderabad,2018
1330,Ford EcoSport Titanium,7.9,71400,Diesel,Ahmedabad,2017
1331,Ford Endeavour Titanium,35.95,27635,Diesel,Bangalore,2019
1332,Jeep Compass Limited,12.85,48179,Petrol,Mumbai,2018
1333,Renault Captur RXL,7.79,99938,Petrol,Bangalore,2018
1334,Hyundai Grand i10,5.66,12842,Petrol,Kolkata,2019
1335,Toyota Yaris J,10.27,8465,Petrol,Delhi,2021
1336,Renault Triber RXL,5.39,30040,Petrol,Kolkata,2019
1337,Maruti Suzuki Swift,7.25,45745,Petrol,Hyderabad,2020
1338,Audi A6 35,31.75,62410,Diesel,Bangalore,2016
1339,Hyundai Grand i10,5.4,29135,Petrol,Thane,2017
1340,Mercedes-Benz S-Class Maybach,1.19,24500,Petrol,Kolkata,2017
1341,Hyundai Verna 1.6,9.92,8000,Petrol,Delhi,2019
1342,Volkswagen Vento Highline,8.39,40000,Petrol,Ahmedabad,2018
1343,Maruti Suzuki Wagon,4.0,48502,Petrol,Faridabad,2017
1344,Datsun redi-GO T(O),4.65,10655,Petrol,Chennai,2021
1345,Ford Fiesta Classic,1.85,55000,Diesel,Kolkata,2011
1346,Mahindra Alturas G4,21.45,40180,Diesel,Kolkata,2019
1347,Hyundai Grand i10,7.29,33863,Petrol,Bangalore,2021
1348,Maruti Suzuki Ritz,3.57,40877,Petrol,Pune,2013
1349,Honda City VX,7.85,61123,Petrol,Noida,2016
1350,Volvo XC60 Kinetic,26.0,82807,Diesel,Hyderabad,2016
1351,Hyundai Alcazar Prestige,18.75,2293,Petrol,Ahmedabad,2021
1352,Renault Kwid 1.0,4.49,28213,Petrol,Bangalore,2018
1353,Maruti Suzuki Swift,6.99,15400,Petrol,Bangalore,2018
1354,BMW 3 Series,11.5,38000,Diesel,Kolkata,2013
1355,Hyundai Grand i10,4.91,63148,Petrol,Bangalore,2015
1356,Mahindra Bolero Power,6.5,91752,Diesel,Hyderabad,2016
1357,Maruti Suzuki Ertiga,5.95,67590,Petrol,Mumbai,2014
1358,Maruti Suzuki Swift,4.95,66784,Petrol,Thane,2015
1359,Hyundai Grand i10,3.85,73000,Petrol,Noida,2014
1360,Ford Endeavour Titanium,35.95,27000,Diesel,Bangalore,2019
1361,Maruti Suzuki Alto,3.3,21857,Petrol,Pune,2018
1362,Maruti Suzuki Alto,2.0,60506,Petrol,Hyderabad,2009
1363,Hyundai Santro Sportz,4.99,39598,CNG,Mumbai,2020
1364,Maruti Suzuki Ciaz,4.99,48196,Diesel,Kolkata,2016
1365,Hyundai Creta SX,8.13,27433,Petrol,Kolkata,2016
1366,Honda Jazz V,5.45,60857,Petrol,Mumbai,2017
1367,Land Rover Discovery,32.99,46328,Diesel,Kolkata,2017
1368,Mercedes-Benz GLA 200,16.5,75000,Diesel,Faridabad,2015
1369,Hyundai Verna SX,12.0,41197,Diesel,Thane,2019
1370,Volkswagen Ameo Comfortline,5.5,40000,Petrol,Ahmedabad,2017
1371,Datsun GO Plus,3.25,24921,Petrol,Thane,2016
1372,Toyota Yaris G,8.04,14839,Petrol,Pune,2018
1373,Maruti Suzuki Celerio,4.48,80306,Petrol,Pune,2017
1374,Honda City VX,7.5,49419,Petrol,Thane,2016
1375,Honda Jazz V,6.5,29206,Petrol,Ahmedabad,2017
1376,Hyundai Creta 1.6,14.45,37499,Petrol,Mumbai,2019
1377,Hyundai Grand i10,5.35,41017,Petrol,Mumbai,2015
1378,Mercedes-Benz CLS 350,29.0,47000,Petrol,Ahmedabad,2014
1379,Ford EcoSport Titanium,9.01,15386,Petrol,Kolkata,2020
1380,Toyota Innova 2.5,14.35,45530,Diesel,Bangalore,2015
1381,Hyundai i10 Sportz,3.65,57000,Petrol,Ahmedabad,2014
1382,Maruti Suzuki Celerio,5.58,89495,CNG,Pune,2019
1383,Maruti Suzuki Celerio,4.7,51722,Petrol,Hyderabad,2016
1384,BMW 5 Series,57.5,45700,Diesel,Ahmedabad,2020
1385,Honda WR-V VX,7.75,46945,Diesel,Delhi,2018
1386,Ford EcoSport Titanium,7.02,27117,Diesel,Delhi,2017
1387,Jeep Compass Limited,16.5,63000,Petrol,Hyderabad,2017
1388,Mercedes-Benz C-Class C,32.5,40378,Diesel,Bangalore,2018
1389,Maruti Suzuki Ertiga,7.9,110399,Diesel,Hyderabad,2015
1390,Maruti Suzuki S-Cross,6.5,45000,Diesel,Thane,2015
1391,Kia Sonet GTX,12.6,40089,Diesel,Mumbai,2020
1392,Land Rover Range,1.95,45000,Diesel,Ahmedabad,2018
1393,Volkswagen Polo Comfortline,7.3,46354,Diesel,Hyderabad,2018
1394,Hyundai Santro Magna,4.09,4441,Petrol,Kolkata,2019
1395,Maruti Suzuki Baleno,6.15,36146,Petrol,Mumbai,2017
1396,Hyundai Venue SX,11.61,16768,Petrol,Pune,2020
1397,Honda City V,9.99,21691,Petrol,Bangalore,2019
1398,Kia Seltos GTX,14.45,67420,Diesel,Kolkata,2020
1399,Hyundai i20 Sportz,4.99,41999,Petrol,Bangalore,2013
1400,Maruti Suzuki Baleno,6.75,62000,Petrol,Ahmedabad,2018
1401,Tata Nexon XZ,9.75,3200,Petrol,Chennai,2021
1402,Maruti Suzuki Wagon,3.87,47747,CNG,Pune,2014
1403,Hyundai i20 Asta,9.75,14746,Petrol,Ahmedabad,2021
1404,Audi A3 35,16.5,78597,Diesel,Ahmedabad,2014
1405,Honda Amaze 1.2,4.09,82075,Petrol,Pune,2013
1406,Honda City SV,6.5,45000,Petrol,Ambattur,2015
1407,Hyundai i10 1.1L,3.5,55000,Petrol,Ahmedabad,2015
1408,Maruti Suzuki Ertiga,9.56,19900,Petrol,Gurgaon,2020
1409,Honda Amaze 1.2,5.25,36000,Petrol,Ahmedabad,2016
1410,Nissan Micra XL,4.0,57000,Petrol + 1,Ambattur,2013
1411,Maruti Suzuki Alto,2.23,27233,Petrol,Kolkata,2014
1412,Toyota Innova Crysta,22.99,21396,Diesel,Bangalore,2019
1413,Tata Nexon EV,15.5,48400,Electric,Bangalore,2020
1414,Hyundai Venue S,8.31,7432,Petrol,Chennai,2020
1415,Maruti Suzuki Wagon,3.75,68695,CNG,Mumbai,2014
1416,Renault Kwid Neotech,4.6,13150,Petrol,Ambattur,2021
1417,Hyundai Elite i20,4.4,36000,Petrol,Kolkata,2017
1418,Skoda Rapid 1.5,6.2,109335,Diesel,Hyderabad,2015
1419,Kia Seltos GTX,15.51,10400,Petrol,Ahmedabad,2022
1420,Tata Altroz XZ,8.49,11178,Petrol,Bangalore,2021
1421,Maruti Suzuki Wagon,2.35,66000,Petrol,Noida,2012
1422,Honda Amaze 1.2,4.65,33046,Petrol,Mumbai,2016
1423,Hyundai i20 Sportz,3.65,64000,Petrol,Noida,2013
1424,Mahindra Marazzo M4,11.49,20473,Diesel,Bangalore,2019
1425,Honda City VX,7.75,62000,Petrol,Ahmedabad,2015
1426,Maruti Suzuki Alto,5.0,37228,CNG,Pune,2021
1427,Toyota Camry Hybrid,48.5,700,Petrol,Pune,2022
1428,Hyundai Santro Sportz,5.29,43189,Petrol,Pune,2019
1429,Audi Q3 35,15.13,65000,Diesel,Ahmedabad,2015
1430,Ford Figo Duratec,2.49,71000,Petrol,Thane,2014
1431,Maruti Suzuki Swift,8.0,60161,Diesel,Thane,2019
1432,Maruti Suzuki Ciaz,5.97,57498,Diesel,Delhi,2017
1433,Tata Nexon XZ,9.6,37845,Diesel,Thane,2019
1434,Mahindra KUV100 K2,4.25,20338,Diesel,Ahmedabad,2017
1435,Skoda Octavia 1.8,15.23,38842,Petrol,Pune,2016
1436,Maruti Suzuki Celerio,3.94,76775,Petrol,Pune,2016
1437,Maruti Suzuki Dzire,7.29,39439,Petrol,Bangalore,2018
1438,Maruti Suzuki Swift,5.2,81869,Petrol,Chennai,2017
1439,Ford EcoSport Titanium,7.9,56204,Diesel,Ahmedabad,2017
1440,Honda BR-V S,7.75,49889,Petrol,Mumbai,2018
1441,Maruti Suzuki S-Presso,4.75,7942,Petrol,Thane,2021
1442,Jaguar XF 2.2,23.0,83358,Diesel,Hyderabad,2013
1443,Hyundai i20 Active,4.93,50307,Petrol,Kolkata,2016
1444,Audi Q3 35,17.99,21894,Diesel,Kolkata,2016
1445,Ford EcoSport Titanium,4.9,52613,Diesel,Kolkata,2015
1446,Maruti Suzuki Baleno,6.51,59468,Petrol,Mumbai,2018
1447,Hyundai Eon 1.0,3.6,16205,Petrol,Pune,2015
1448,Maruti Suzuki Celerio,4.25,41624,Petrol,Pune,2017
1449,Maruti Suzuki Ertiga,7.3,120000,Diesel,Hyderabad,2015
1450,Hyundai Creta SX,13.5,33815,Petrol,Ahmedabad,2018
1451,Renault Duster 110,9.99,41591,Diesel,Bangalore,2017
1452,Renault Duster 110,7.95,82000,Diesel,Hyderabad,2018
1453,Maruti Suzuki Alto,3.45,44288,Petrol,Delhi,2019
1454,Maruti Suzuki S-Presso,4.55,7082,Petrol,Kolkata,2020
1455,Mahindra Scorpio S2,9.29,36624,Diesel,Bangalore,2015
1456,Maruti Suzuki Ritz,3.9,51000,Petrol,Hyderabad,2014
1457,Ford Aspire Titanium,5.5,24954,Petrol,Ahmedabad,2017
1458,Jeep Compass Longitude,12.24,54441,Diesel,Pune,2017
1459,Maruti Suzuki Alto,1.99,34579,Petrol,Pune,2012
1460,Maruti Suzuki Wagon,6.15,23000,CNG,Thane,2020
1461,Hyundai Creta 1.6,13.5,35000,Petrol,Mumbai,2018
1462,Mercedes-Benz AMG A35,52.0,1700,Petrol,Pune,2021
1463,Volkswagen Ameo Highline,5.15,30000,Diesel,Kolkata,2016
1464,Maruti Suzuki Ciaz,10.63,11140,Petrol,Pune,2020
1465,Tata Safari XZA,23.49,19075,Diesel,Bangalore,2021
1466,Mercedes-Benz E-Class E250,17.9,114686,Diesel,Mumbai,2014
1467,Ford Figo Titanium,6.5,38603,Petrol,Hyderabad,2019
1468,Maruti Suzuki SX4,2.45,67860,Petrol,Thane,2010
1469,Maruti Suzuki Alto,3.36,40510,Petrol,Delhi,2018
1470,Hyundai Elite i20,5.19,19905,Petrol,Kolkata,2017
1471,Jaguar XE Prestige,24.0,21000,Petrol,Kolkata,2017
1472,Hyundai Eon D-Lite,3.29,28104,Petrol,Bangalore,2014
1473,Mercedes-Benz C-Class C,49.0,23400,Diesel,Pune,2020
1474,Hyundai Elite i20,7.75,32000,Petrol,Chennai,2019
1475,Hyundai Creta SX,7.9,58289,Petrol,Thane,2015
1476,Hyundai Venue SX,11.45,11457,Petrol,Bangalore,2019
1477,Tata Nexon EV,15.25,5000,Electric,Mumbai,2022
1478,Honda Amaze 1.2,6.5,73699,Petrol,Chennai,2016
1479,Hyundai Elite i20,5.25,68766,Petrol,Mumbai,2015
1480,Honda WR-V VX,6.95,30902,Petrol,Mumbai,2017
1481,Honda City VX,7.35,66684,Petrol,Mumbai,2015
1482,Toyota Urban Cruiser,9.85,8134,Petrol,Thane,2021
1483,Hyundai Venue SX,9.64,24432,Petrol,Kolkata,2021
1484,Hyundai i10 Magna,2.86,58734,Petrol,Pune,2011
1485,Hyundai i10 Magna,3.25,15780,Petrol,Thane,2013
1486,Datsun GO T,2.65,44760,Petrol,Mumbai,2014
1487,Hyundai Creta S,13.2,17000,Petrol,Thane,2021
1488,Hyundai Creta 1.6,9.7,117295,Diesel,Hyderabad,2015
1489,Hyundai Eon D-Lite,2.5,62000,Petrol,Poonamallee,2014
1490,Hyundai Creta 1.4,11.75,43300,Diesel,Ahmedabad,2019
1491,Honda Amaze 1.2,7.75,15899,Petrol,Ahmedabad,2020
1492,Mahindra Alturas G4,22.5,76187,Diesel,Kolkata,2020
1493,Hyundai Elite i20,5.21,59194,Petrol,Mumbai,2015
1494,Kia Seltos HTX,16.67,13841,Petrol,Pune,2021
1495,Maruti Suzuki Swift,7.0,11000,Petrol,Chennai,2019
1496,Hyundai Creta 1.6,12.25,24128,Petrol,Thane,2018
1497,Volkswagen Vento Highline,8.14,96710,Diesel,Pune,2017
1498,Mahindra Thar LX,16.25,38500,Diesel,Hyderabad,2020
1499,Honda WR-V S,6.25,23798,Petrol,Ahmedabad,2017
1500,Tata Altroz XT,7.37,5918,Petrol,Chennai,2021
1501,Hyundai Santro Sportz,6.06,5231,Petrol,Pune,2020
1502,Skoda Laura Elegance,5.95,78000,Diesel,Thane,2013
1503,Hyundai Creta SX,12.9,60038,Petrol,Ahmedabad,2019
1504,Maruti Suzuki Ciaz,7.4,48279,Petrol,Mumbai,2017
1505,Nissan Micra Active,3.25,56000,Petrol,Ahmedabad,2017
1506,Hyundai Grand i10,5.09,45907,Petrol,Bangalore,2017
1507,Hyundai i20 Asta,9.95,8566,Petrol,Thane,2021
1508,Skoda Octavia 2.0,15.21,97050,Diesel,Pune,2017
1509,Maruti Suzuki Swift,6.95,50000,Petrol,Thane,2021
1510,Toyota Corolla Altis,12.0,86000,Petrol,Ahmedabad,2018
1511,BMW X1 sDrive20d,32.75,67337,Diesel,Bangalore,2018
1512,Ford Endeavour Titanium,31.25,59000,Diesel,Faridabad,2019
1513,Land Rover Range,59.99,45195,Diesel,Kolkata,2021
1514,Ford Endeavour Titanium,27.0,71000,Diesel,Ahmedabad,2018
1515,Skoda Rapid Style,8.25,123000,Diesel,Hyderabad,2017
1516,Maruti Suzuki Baleno,6.07,24695,Petrol,Delhi,2019
1517,Maruti Suzuki Celerio,3.85,62228,Petrol,Noida,2015
1518,Honda City V,6.5,80000,Diesel,Hyderabad,2015
1519,Maruti Suzuki Swift,3.75,22500,Petrol,Thane,2013
1520,Ford Classic 1.4,3.3,106587,Diesel,Hyderabad,2013
1521,Land Rover Freelander,9.5,75000,Diesel,Kolkata,2012
1522,Ford Endeavour Titanium,29.95,28466,Diesel,Mumbai,2018
1523,Hyundai Santa Fe,10.25,87642,Diesel,Thane,2015
1524,Toyota Etios Liva,5.4,65243,Diesel,Bangalore,2013
1525,Volkswagen Polo Comfortline,5.2,90381,Petrol,Hyderabad,2015
1526,Honda WR-V VX,8.53,84439,Diesel,Chennai,2018
1527,Renault Kwid CLIMBER,4.85,20916,Petrol,Mumbai,2019
1528,Audi A6 2.0,72.0,20000,Petrol,Bangalore,2021
1529,Maruti Suzuki S-Presso,4.76,70,Petrol,Delhi,2021
1530,Mahindra XUV500 W11,20.49,45350,Diesel,Bangalore,2020
1531,Toyota Innova Crysta,22.25,36283,Diesel,Mumbai,2018
1532,Maruti Suzuki Dzire,7.45,26450,Petrol,Pune,2019
1533,Maruti Suzuki Ertiga,6.45,62285,Petrol,Hyderabad,2013
1534,Mahindra Thar LX,17.95,5438,Petrol,Bangalore,2021
1535,Toyota Corolla Altis,10.02,88105,Petrol,Delhi,2016
1536,Honda City SV,5.56,78529,Petrol,Delhi,2015
1537,Honda Jazz S,6.75,33000,Petrol,Hyderabad,2018
1538,Audi Q5 30,17.5,133000,Diesel,Ahmedabad,2015
1539,Maruti Suzuki Ciaz,7.49,53197,Petrol,Bangalore,2017
1540,Maruti Suzuki S-Cross,7.75,15629,Diesel,Mumbai,2017
1541,Volkswagen Vento Highline,6.25,95860,Diesel,Hyderabad,2014
1542,Maruti Suzuki Dzire,7.29,39439,Petrol,Bangalore,2018
1543,Hyundai Verna EX,8.79,91495,Diesel,Pune,2017
1544,Toyota Innova Crysta,13.69,177700,Diesel,Gurgaon,2017
1545,Maruti Suzuki Baleno,6.21,29093,Petrol,Kolkata,2018
1546,Ford EcoSport Titanium,8.59,74280,Petrol,Pune,2018
1547,Hyundai Grand i10,4.3,22676,Petrol,Delhi,2015
1548,Honda City 1.5,3.25,77000,Petrol,Noida,2010
1549,Skoda Superb Style,16.99,38818,Petrol,Thane,2017
1550,Hyundai Elantra 1.6,5.65,66666,Diesel,Mumbai,2013
1551,Maruti Suzuki Alto,2.85,62000,Petrol,Hyderabad,2011
1552,Hyundai i10 1.1L,3.25,63000,Petrol,Ahmedabad,2014
1553,Hyundai Grand i10,5.24,58184,Petrol,Pune,2016
1554,Ford EcoSport Trend,3.5,80600,Diesel,Gurgaon,2015
1555,Volkswagen Vento Highline,8.5,40912,Petrol,Ahmedabad,2019
1556,Maruti Suzuki S-Presso,4.6,9323,Petrol,Kolkata,2020
1557,Mahindra Marazzo M2,15.0,5300,Diesel,Poonamallee,2022
1558,Honda Jazz ZX,8.08,5870,Petrol,Kolkata,2021
1559,Honda City VX,6.75,66608,Petrol,Thane,2015
1560,Hyundai Elite i20,7.89,41068,Petrol,Bangalore,2018
1561,Maruti Suzuki Ciaz,8.25,40532,Petrol,Bangalore,2017
1562,Honda City VX,7.25,48146,Petrol,Mumbai,2015
1563,Kia Seltos HTK,15.45,27710,Diesel,Mumbai,2020
1564,Maruti Suzuki Baleno,5.8,49000,Petrol,Pallikarnai,2019
1565,Hyundai Xcent S,4.25,11628,Petrol,Kolkata,2015
1566,Maruti Suzuki Alto,1.81,63250,Petrol,Delhi,2012
1567,Mahindra Thar LX,18.0,4600,Diesel,Hyderabad,2022
1568,Toyota Innova Crysta,24.5,35531,Diesel,Mumbai,2019
1569,Maruti Suzuki Ciaz,10.87,19586,Petrol,Pune,2019
1570,Maruti Suzuki Alto,3.73,17815,Petrol,Delhi,2019
1571,Skoda Kodiaq Style,28.75,51000,Diesel,Hyderabad,2018
1572,MG Hector Sharp,15.99,29988,Petrol,Bangalore,2020
1573,Nissan Terrano XL,5.7,121000,Diesel,Ahmedabad,2014
1574,Maruti Suzuki Baleno,5.85,39852,Petrol,Delhi,2018
1575,Renault Kwid Neotech,4.35,12850,Petrol,Mumbai,2020
1576,Hyundai Grand i10,5.81,31500,Petrol,Chennai,2018
1577,Maruti Suzuki Alto,2.05,35965,Petrol,Kolkata,2014
1578,Kia Sonet HTX,10.06,18169,Petrol,Pune,2020
1579,Maruti Suzuki Celerio,3.57,24063,Petrol,Kolkata,2015
1580,Mahindra Scorpio 2021,12.85,19000,Diesel,Delhi,2020
1581,Hyundai Elite i20,8.3,35811,Petrol,Hyderabad,2020
1582,Mercedes-Benz CLA 200,26.75,7000,Diesel,Kolkata,2018
1583,Honda City SV,7.9,60000,Diesel,Ahmedabad,2018
1584,Skoda Rapid 1.6,6.95,67269,Petrol,Mumbai,2017
1585,Maruti Suzuki Wagon,6.4,40664,CNG,Mumbai,2021
1586,Toyota Fortuner 3.0,10.75,113000,Diesel,Mumbai,2011
1587,Maruti Suzuki Alto,3.41,20786,Petrol,Chennai,2018
